client_id,sex,age,frequency,total_revenue,average_basket,0,1,2
c_1039,f,61,26,682.75,26.259615384615383,167.91,413.33,101.51
c_104,m,29,2,89.23,44.615,0.0,38.239999999999995,50.99
c_1040,m,46,9,231.79,25.754444444444445,174.06,57.73,0.0
c_1041,f,47,6,244.98,40.83,94.6,150.38,0.0
c_1042,f,20,4,193.58,48.395,3.99,53.2,136.39000000000001
c_1043,f,47,18,499.08,27.726666666666667,325.51,173.57,0.0
c_1044,m,68,9,208.96,23.21777777777778,54.44,154.52,0.0
c_1045,f,52,10,478.94,47.894,256.32,222.62,0.0
c_1046,m,20,7,486.16,69.45142857142858,72.03,169.54,244.59000000000003
c_1047,m,51,15,429.84,28.656,320.03999999999996,109.8,0.0
c_1048,m,26,7,435.98,62.28285714285715,0.0,97.99,337.99
c_1049,m,58,15,481.14,32.076,114.75,304.14,62.25
c_105,f,48,9,261.35,29.03888888888889,175.98,85.37,0.0
c_1050,f,39,55,1510.1399999999999,27.45709090909091,838.45,671.6899999999999,0.0
c_1051,f,56,32,641.2,20.0375,140.67,500.53,0.0
c_1052,m,23,8,882.77,110.34625,58.7,151.53,672.54
c_1053,m,25,9,812.4499999999999,90.27222222222221,28.5,200.10999999999999,583.84
c_1054,f,59,26,657.15,25.275,145.56,511.59,0.0
c_1055,f,59,39,772.0,19.794871794871796,201.79,570.21,0.0
c_1056,f,29,5,528.17,105.63399999999999,0.0,40.35,487.82
c_1057,f,47,14,815.39,58.24214285714286,325.25,490.14,0.0
c_1058,f,55,23,562.36,24.450434782608696,141.37,420.99,0.0
c_1059,f,28,3,256.73,85.57666666666667,21.96,30.779999999999998,203.99
c_106,f,57,6,81.77,13.628333333333332,24.8,56.97,0.0
c_1060,f,51,49,1363.94,27.835510204081633,923.56,440.38,0.0
c_1061,m,33,11,498.7,45.336363636363636,191.2,276.51,30.99
c_1062,m,38,8,261.05,32.63125,152.08,108.97,0.0
c_1063,m,85,57,1285.58,22.554035087719296,244.56,972.03,68.99
c_1064,m,26,13,994.46,76.49692307692308,26.0,224.87,743.59
c_1065,m,20,11,670.4399999999999,60.949090909090906,13.77,77.47,579.2
c_1066,m,23,5,246.01,49.202,111.25,78.97,55.79
c_1067,f,37,30,1039.5,34.65,563.25,476.25,0.0
c_1068,m,42,10,346.34,34.634,300.28,46.06,0.0
c_1069,f,26,3,265.44,88.48,0.0,27.46,237.98000000000002
c_107,f,40,33,955.91,28.966969696969695,666.31,289.59999999999997,0.0
c_1070,f,68,12,408.68,34.056666666666665,180.39,228.29,0.0
c_1071,m,45,16,603.37,37.710625,296.81,306.56,0.0
c_1072,f,38,16,604.48,37.78,345.82,258.65999999999997,0.0
c_1073,f,63,6,158.39,26.39833333333333,80.87,77.52,0.0
c_1074,f,46,62,2134.15,34.42177419354839,1444.6299999999999,689.52,0.0
c_1075,m,53,24,693.25,28.885416666666668,178.19,515.06,0.0
c_1076,f,59,8,182.32999999999998,22.791249999999998,82.86,99.47,0.0
c_1077,f,39,38,1387.85,36.522368421052626,767.03,620.8199999999999,0.0
c_1078,f,59,16,318.40999999999997,19.900624999999998,134.31,184.1,0.0
c_1079,f,41,4,96.39,24.0975,41.01,55.379999999999995,0.0
c_108,f,43,18,476.68,26.482222222222223,308.71999999999997,167.96,0.0
c_1080,f,55,21,442.26,21.06,106.58,335.68,0.0
c_1081,m,60,34,881.98,25.94058823529412,143.75,626.24,111.99
c_1082,m,82,2,37.980000000000004,18.990000000000002,4.03,33.95,0.0
c_1083,f,38,13,421.28999999999996,32.40692307692307,324.21999999999997,97.07,0.0
c_1084,f,37,26,626.28,24.087692307692308,477.81,148.47,0.0
c_1085,m,43,10,306.67,30.667,209.09,97.58,0.0
c_1086,m,43,11,213.84,19.44,186.14000000000001,27.7,0.0
c_1087,m,45,30,805.09,26.836333333333336,512.28,292.81,0.0
c_1088,f,20,5,283.43,56.686,7.99,49.93,225.51
c_1089,m,53,5,115.17,23.034,46.120000000000005,69.05,0.0
c_109,f,20,4,400.2,100.05,0.0,14.99,385.21
c_1090,f,54,4,96.94,24.235,29.15,67.78999999999999,0.0
c_1091,f,45,55,1807.85,32.87,1108.06,699.79,0.0
c_1092,f,52,12,283.4,23.616666666666664,180.84,102.56,0.0
c_1093,f,31,6,342.58,57.096666666666664,36.97,91.78999999999999,213.82
c_1094,f,20,6,590.4200000000001,98.40333333333335,59.19,105.94999999999999,425.28000000000003
c_1095,f,33,25,771.11,30.8444,521.55,249.56,0.0
c_1096,f,25,15,1135.52,75.70133333333334,73.26,252.2,810.0600000000001
c_1097,m,71,13,269.68,20.744615384615386,62.58,207.1,0.0
c_1098,m,38,24,705.8199999999999,29.409166666666664,453.74,252.07999999999998,0.0
c_1099,f,68,13,408.66999999999996,31.436153846153843,68.34,340.33,0.0
c_11,f,68,18,332.0,18.444444444444443,102.37,229.63,0.0
c_110,m,49,60,1896.92,31.615333333333336,1293.8899999999999,603.03,0.0
c_1100,m,27,10,806.37,80.637,30.84,244.02999999999997,531.5
c_1101,m,21,9,605.66,67.29555555555555,0.0,124.41,481.25
c_1102,f,40,27,863.39,31.97740740740741,495.43,367.96,0.0
c_1103,m,21,4,278.28,69.57,0.0,33.32,244.96
c_1104,f,50,48,1440.49,30.010208333333335,961.83,478.65999999999997,0.0
c_1105,m,20,5,292.90999999999997,58.581999999999994,130.5,162.41,0.0
c_1106,f,35,13,360.52,27.732307692307693,271.94,88.58,0.0
c_1107,m,32,5,290.61,58.122,73.12,97.14,120.35
c_1108,m,47,5,108.65,21.73,63.87,44.78,0.0
c_1109,f,26,7,469.73,67.10428571428572,94.2,105.56,269.97
c_111,m,31,5,264.7,52.94,31.96,89.55,143.19
c_1110,f,40,64,1850.3899999999999,28.912343749999998,1332.98,517.41,0.0
c_1111,f,20,10,779.31,77.931,75.56,178.5,525.25
c_1112,f,37,17,595.39,35.02294117647059,313.13,282.26,0.0
c_1113,m,52,7,244.47,34.924285714285716,110.12,134.35,0.0
c_1114,f,46,11,275.46,25.04181818181818,191.34,84.12,0.0
c_1115,f,42,30,881.35,29.378333333333334,509.67,371.68,0.0
c_1116,f,28,2,195.43,97.715,25.759999999999998,52.54,117.13
c_1117,f,32,5,252.85999999999999,50.571999999999996,18.93,107.94999999999999,125.97999999999999
c_1118,m,48,67,1849.76,27.608358208955224,1283.64,566.12,0.0
c_1119,f,64,6,198.64,33.10666666666666,104.92999999999999,93.71,0.0
c_112,f,52,11,501.36,45.57818181818182,215.25,286.11,0.0
c_1120,m,43,23,745.81,32.42652173913043,378.25,315.29999999999995,52.26
c_1121,m,63,10,326.92,32.692,110.21000000000001,216.70999999999998,0.0
c_1122,m,64,48,1024.5,21.34375,324.95,699.55,0.0
c_1123,f,45,14,767.01,54.78642857142857,297.07,345.96,123.97999999999999
c_1124,f,74,23,479.28,20.838260869565215,204.89,274.39,0.0
c_1125,f,52,13,650.79,50.060769230769225,270.03,268.77,111.99
c_1126,m,56,40,671.55,16.78875,213.28,361.53,96.74
c_1127,m,29,8,504.62,63.0775,26.73,77.96,399.93
c_1128,f,61,19,360.43,18.97,121.83999999999999,238.59,0.0
c_1129,f,40,5,233.07,46.614,165.87,67.2,0.0
c_113,m,50,11,478.7,43.518181818181816,256.96,221.73999999999998,0.0
c_1130,f,45,17,725.16,42.656470588235294,399.23,79.94999999999999,245.98000000000002
c_1131,m,20,6,503.07000000000005,83.84500000000001,0.0,79.03999999999999,424.03000000000003
c_1132,m,46,14,414.34999999999997,29.596428571428568,175.97,238.38,0.0
c_1133,f,48,41,1069.73,26.090975609756097,658.51,411.21999999999997,0.0
c_1134,m,20,3,118.93,39.64333333333334,0.0,71.94,46.99
c_1135,f,58,6,124.55999999999999,20.759999999999998,51.97,72.59,0.0
c_1136,f,87,21,343.21,16.343333333333334,145.38,197.82999999999998,0.0
c_1137,m,81,39,850.87,21.817179487179487,248.48,602.39,0.0
c_1138,f,47,44,1196.99,27.20431818181818,792.4,404.59,0.0
c_1139,m,43,39,1253.4,32.13846153846154,787.04,466.35999999999996,0.0
c_114,f,20,5,170.29,34.058,55.07,52.97,62.25
c_1140,m,21,5,272.93,54.586,23.98,40.98,207.97
c_1141,f,20,1,38.339999999999996,38.339999999999996,21.35,16.99,0.0
c_1142,f,73,8,280.53,35.06625,52.75,227.77999999999997,0.0
c_1143,m,20,16,979.48,61.2175,16.060000000000002,183.88,779.54
c_1144,m,49,26,725.6999999999999,27.91153846153846,544.08,181.62,0.0
c_1145,m,48,33,1089.33,33.01,751.49,276.84999999999997,60.99
c_1146,m,55,11,232.20999999999998,21.11,91.84,140.37,0.0
c_1147,f,26,6,431.91999999999996,71.98666666666666,0.0,40.97,390.95
c_1148,m,66,12,468.3,39.025,195.10999999999999,205.62,67.57
c_1149,f,24,24,1971.55,82.14791666666666,0.0,267.61,1703.94
c_115,f,45,6,145.07,24.17833333333333,102.88,42.19,0.0
c_1150,m,47,12,387.15,32.262499999999996,221.61,165.54,0.0
c_1151,f,68,43,872.52,20.291162790697673,252.51999999999998,620.0,0.0
c_1152,m,42,25,858.87,34.3548,600.39,258.48,0.0
c_1153,m,46,30,929.39,30.979666666666667,478.11,451.28,0.0
c_1154,f,38,20,740.27,37.0135,523.51,216.76,0.0
c_1155,f,73,11,247.55,22.504545454545454,87.54,160.01,0.0
c_1156,f,66,35,532.12,15.20342857142857,196.15,335.96999999999997,0.0
c_1157,f,59,5,74.53999999999999,14.907999999999998,14.57,59.97,0.0
c_1158,f,32,10,548.99,54.899,0.0,85.32,463.66999999999996
c_1159,f,28,3,209.47,69.82333333333334,0.0,26.61,182.86
c_116,f,28,10,806.82,80.682,74.12,162.45,570.25
c_1160,m,39,7,172.41,24.63,115.92,56.489999999999995,0.0
c_1161,m,53,7,159.10999999999999,22.729999999999997,72.58,86.53,0.0
c_1162,f,66,10,287.71999999999997,28.772,96.8,190.92,0.0
c_1163,f,71,11,270.71,24.61,62.94,207.76999999999998,0.0
c_1164,f,74,6,194.86,32.47666666666667,74.33,120.53,0.0
c_1165,f,59,22,509.43,23.15590909090909,144.54,364.89,0.0
c_1166,m,43,13,226.99,17.46076923076923,131.77,95.22,0.0
c_1167,f,47,21,645.48,30.737142857142857,424.68,220.8,0.0
c_1168,m,35,24,887.73,36.98875,550.1999999999999,337.53,0.0
c_1169,m,27,14,1236.06,88.28999999999999,63.4,93.29,1079.37
c_117,f,36,23,826.73,35.944782608695654,634.9399999999999,191.79,0.0
c_1170,m,36,17,476.34,28.02,390.8,85.53999999999999,0.0
c_1171,m,89,6,139.18,23.19666666666667,100.92999999999999,38.25,0.0
c_1172,f,30,12,859.11,71.5925,0.0,68.07,791.04
c_1173,m,28,18,977.21,54.28944444444445,14.73,296.32,666.16
c_1174,m,55,7,274.68,39.24,61.480000000000004,213.2,0.0
c_1175,f,53,14,231.96,16.568571428571428,96.05,135.91,0.0
c_1176,m,23,8,405.60999999999996,50.701249999999995,14.44,91.06,300.11
c_1177,f,47,38,1421.43,37.40605263157895,820.03,601.4,0.0
c_1178,m,40,46,1415.3799999999999,30.769130434782607,938.13,427.64,49.61
c_1179,m,22,11,704.86,64.07818181818182,224.29,174.76,305.81
c_118,f,51,9,349.55,38.83888888888889,207.09,142.45999999999998,0.0
c_1180,f,60,9,180.1,20.01111111111111,56.15,123.94999999999999,0.0
c_1181,m,22,5,453.7,90.74,0.0,38.04,415.65999999999997
c_1182,m,40,11,312.25,28.386363636363637,176.55,135.7,0.0
c_1183,m,45,62,1631.81,26.31951612903226,1200.17,431.64,0.0
c_1184,f,66,6,108.44,18.073333333333334,49.96,58.480000000000004,0.0
c_1185,m,20,8,591.5799999999999,73.94749999999999,15.8,64.71,511.06999999999994
c_1186,f,28,11,1080.49,98.22636363636364,0.0,54.07,1026.42
c_1187,f,22,6,334.75,55.791666666666664,0.0,97.94999999999999,236.79999999999998
c_1188,f,77,8,179.06,22.3825,44.67,134.39,0.0
c_1189,m,39,31,1059.26,34.16967741935484,712.18,347.08,0.0
c_119,f,20,22,1414.6,64.3,89.41,262.49,1062.7
c_1190,m,49,23,810.0,35.21739130434783,531.1899999999999,278.81,0.0
c_1191,f,26,16,982.19,61.386875,27.96,122.57,831.66
c_1192,f,28,10,803.79,80.37899999999999,0.0,61.97,741.8199999999999
c_1193,f,34,28,907.75,32.419642857142854,502.87,404.88,0.0
c_1194,f,25,8,1040.44,130.055,0.0,27.99,1012.45
c_1195,m,59,20,410.87,20.5435,111.01,299.86,0.0
c_1196,m,44,29,1020.89,35.20310344827586,541.88,435.02,43.99
c_1197,m,49,19,874.81,46.042631578947365,375.0,252.59,247.22
c_1198,f,31,4,231.89,57.9725,10.98,61.94,158.97
c_1199,f,34,47,1299.57,27.65042553191489,704.6899999999999,594.88,0.0
c_12,f,70,2,117.28,58.64,26.18,28.27,62.83
c_120,f,26,7,405.93,57.99,145.2,171.75,88.98
c_1200,m,45,48,1521.87,31.705624999999998,1080.99,440.88,0.0
c_1201,m,33,7,172.67,24.667142857142856,116.7,55.97,0.0
c_1202,m,46,22,757.4499999999999,34.429545454545455,369.86,387.59,0.0
c_1203,f,31,7,576.66,82.38,0.0,28.98,547.68
c_1204,f,65,6,223.04,37.17333333333333,9.87,213.17,0.0
c_1205,f,32,4,278.24,69.56,89.27,0.0,188.97
c_1206,f,56,5,118.78,23.756,8.98,109.8,0.0
c_1207,f,61,31,676.21,21.813225806451616,277.5,398.71,0.0
c_1208,m,90,36,840.89,23.358055555555556,163.25,677.64,0.0
c_1209,m,53,11,198.9,18.081818181818182,50.6,148.29999999999998,0.0
c_121,m,54,4,129.98,32.495,56.32,73.66,0.0
c_1210,m,27,3,146.0,48.666666666666664,0.0,11.99,134.01
c_1211,m,61,6,109.11,18.185,6.99,102.11999999999999,0.0
c_1212,m,50,25,924.1,36.964,583.75,340.35,0.0
c_1213,f,85,17,528.53,31.09,178.99,268.55,80.99
c_1214,f,49,26,787.59,30.291923076923077,479.98,307.61,0.0
c_1215,f,44,23,618.4399999999999,26.88869565217391,435.94,182.5,0.0
c_1216,m,71,8,567.24,70.905,235.36,331.88,0.0
c_1217,f,79,7,326.67,46.667142857142856,77.38,186.45999999999998,62.83
c_1218,m,48,14,573.63,40.973571428571425,284.19,289.44,0.0
c_1219,f,67,3,67.65,22.55,53.660000000000004,13.99,0.0
c_122,m,44,39,1235.65,31.683333333333337,680.84,392.78,162.03
c_1220,f,74,23,444.31,19.317826086956522,144.29,300.02,0.0
c_1221,f,50,40,1181.61,29.540249999999997,734.71,446.9,0.0
c_1222,f,43,24,844.5699999999999,35.190416666666664,625.34,219.23,0.0
c_1224,f,69,15,339.88,22.658666666666665,48.59,291.29,0.0
c_1225,f,37,15,483.40999999999997,32.227333333333334,353.56,129.85,0.0
c_1226,f,32,17,1153.79,67.87,0.0,171.5,982.29
c_1227,f,70,7,247.81,35.401428571428575,45.93,201.88,0.0
c_1228,f,38,14,485.73,34.695,266.01,219.72,0.0
c_1229,f,50,48,1499.47,31.238958333333333,941.71,557.76,0.0
c_123,f,59,15,257.49,17.166,84.36,173.13,0.0
c_1230,m,31,13,701.34,53.94923076923077,161.64,239.62,300.08
c_1231,m,21,16,1424.29,89.018125,57.84,214.14,1152.31
c_1232,f,64,1,19.85,19.85,19.85,0.0,0.0
c_1233,f,54,10,325.51,32.551,110.19,215.32,0.0
c_1234,f,73,4,119.44,29.86,40.97,78.47,0.0
c_1235,m,39,9,248.62,27.624444444444446,204.49,44.129999999999995,0.0
c_1236,m,37,16,457.86,28.61625,318.16,139.7,0.0
c_1237,f,25,10,917.65,91.765,58.96,210.8,647.89
c_1238,f,65,9,320.46999999999997,35.60777777777778,91.44,160.04,68.99
c_1239,m,39,50,1481.59,29.6318,929.4,552.1899999999999,0.0
c_124,m,31,10,430.57,43.057,121.05,100.6,208.92
c_1240,m,21,23,1999.6,86.9391304347826,28.979999999999997,280.57,1690.05
c_1241,m,67,14,382.86,27.34714285714286,58.239999999999995,268.83,55.79
c_1242,f,44,11,388.52,35.32,244.38,144.14,0.0
c_1243,m,41,22,592.95,26.952272727272728,391.65,201.3,0.0
c_1244,f,32,11,826.38,75.12545454545455,39.48,104.94999999999999,681.95
c_1245,m,35,16,408.3,25.51875,230.83,177.47,0.0
c_1246,m,24,11,792.3199999999999,72.0290909090909,0.0,156.53,635.79
c_1247,f,43,36,1106.84,30.745555555555555,677.05,362.22,67.57
c_1248,f,66,5,332.32,66.464,99.94,232.38,0.0
c_1249,f,65,53,1096.76,20.693584905660376,306.27,721.5,68.99
c_125,m,22,6,417.21,69.535,59.35,35.25,322.61
c_1250,f,45,46,1212.35,26.355434782608693,840.15,372.2,0.0
c_1251,f,35,8,283.37,35.42125,148.51,85.25,49.61
c_1252,m,49,59,1924.6299999999999,32.620847457627114,1338.69,585.9399999999999,0.0
c_1253,f,57,24,817.84,34.07666666666667,168.91,537.95,110.98
c_1254,m,70,10,288.92,28.892000000000003,136.37,152.54999999999998,0.0
c_1255,m,36,18,608.54,33.80777777777777,377.68,230.85999999999999,0.0
c_1256,f,58,8,384.32,48.04,182.55,201.76999999999998,0.0
c_1257,m,47,19,605.26,31.85578947368421,307.86,297.4,0.0
c_1258,m,24,8,543.73,67.96625,130.35,115.77,297.61
c_1259,m,46,18,526.81,29.26722222222222,359.19,167.62,0.0
c_126,f,53,7,161.6,23.085714285714285,49.150000000000006,112.44999999999999,0.0
c_1260,m,69,12,439.59,36.6325,129.17000000000002,310.42,0.0
c_1261,m,39,53,1559.93,29.432641509433964,1092.3700000000001,467.55999999999995,0.0
c_1262,f,28,19,1478.52,77.81684210526316,115.47,280.52,1082.53
c_1263,f,60,8,202.06,25.2575,27.86,174.2,0.0
c_1264,m,51,9,342.2,38.02222222222222,166.93,175.26999999999998,0.0
c_1265,m,62,36,836.83,23.24527777777778,139.9,696.93,0.0
c_1266,f,49,20,606.21,30.3105,345.72,260.49,0.0
c_1267,f,50,11,274.23,24.930000000000003,196.67,77.56,0.0
c_1268,f,49,12,320.05,26.670833333333334,188.3,131.75,0.0
c_1269,m,24,1,116.97999999999999,116.97999999999999,0.0,0.0,116.97999999999999
c_127,m,36,11,412.93,37.53909090909091,157.68,255.25,0.0
c_1270,m,57,1,63.06999999999999,63.06999999999999,0.0,63.06999999999999,0.0
c_1271,m,27,7,386.37,55.19571428571429,82.78,61.629999999999995,241.96
c_1272,f,39,14,591.88,42.277142857142856,357.77,234.10999999999999,0.0
c_1273,f,29,6,331.81,55.30166666666667,102.03999999999999,166.94,62.83
c_1274,f,56,28,970.72,34.66857142857143,286.38,684.3399999999999,0.0
c_1275,f,60,14,387.95,27.710714285714285,91.34,296.61,0.0
c_1276,m,59,8,116.73,14.59125,37.68,79.05,0.0
c_1277,m,29,4,168.76999999999998,42.192499999999995,13.08,85.69999999999999,69.99
c_1278,m,37,26,710.8,27.338461538461537,470.1,240.7,0.0
c_1279,m,60,64,1445.32,22.583125,331.12,1114.2,0.0
c_128,f,77,16,478.48,29.905,190.04999999999998,226.18,62.25
c_1280,m,40,9,332.14,36.904444444444444,198.51999999999998,133.62,0.0
c_1281,f,29,5,336.93,67.386,56.339999999999996,68.97,211.62
c_1282,m,28,12,887.53,73.96083333333333,66.1,94.78,726.65
c_1283,f,29,16,1196.06,74.75375,6.99,46.17,1142.9
c_1284,f,20,6,356.15,59.35833333333333,68.19,229.97,57.99
c_1285,m,55,5,59.56,11.912,34.75,24.81,0.0
c_1286,f,43,23,956.17,41.57260869565217,532.46,345.40999999999997,78.30000000000001
c_1287,f,62,6,61.84,10.306666666666667,61.84,0.0,0.0
c_1288,f,42,9,296.23,32.91444444444445,181.29,114.94,0.0
c_1289,f,31,4,225.39,56.3475,15.62,40.18,169.59
c_129,m,65,40,939.48,23.487000000000002,397.87,474.03999999999996,67.57
c_1290,f,27,12,859.03,71.58583333333333,112.52,106.18,640.33
c_1291,m,74,34,646.18,19.005294117647058,183.42,462.76,0.0
c_1292,m,42,11,271.56,24.687272727272727,170.34,101.22,0.0
c_1293,m,71,7,190.26,27.18,45.16,145.1,0.0
c_1294,f,65,29,748.26,25.80206896551724,151.77,596.49,0.0
c_1295,m,34,12,453.83,37.81916666666667,292.23,91.61,69.99
c_1296,m,44,24,708.43,29.517916666666665,398.93,309.5,0.0
c_1297,f,23,3,196.97,65.65666666666667,0.0,0.0,196.97
c_1298,f,60,30,656.25,21.875,180.9,475.34999999999997,0.0
c_1299,f,49,5,121.13,24.226,98.14,22.99,0.0
c_13,f,42,35,1133.21,32.377428571428574,804.14,329.07,0.0
c_130,m,20,6,433.15,72.19166666666666,0.0,162.64,270.51
c_1300,f,30,23,1524.93,66.30130434782609,87.87,232.95999999999998,1204.1
c_1301,m,23,9,470.14,52.23777777777778,102.58,155.01,212.55
c_1302,m,32,6,429.59,71.59833333333333,0.0,93.45,336.14
c_1303,m,37,8,372.46,46.5575,135.73,236.73,0.0
c_1304,m,20,4,309.37,77.3425,0.0,42.55,266.82
c_1305,m,20,9,783.8699999999999,87.09666666666665,0.0,53.97,729.9
c_1306,f,75,41,899.93,21.94951219512195,241.42,624.52,33.99
c_1307,f,71,16,457.45,28.590625,95.28999999999999,362.15999999999997,0.0
c_1308,f,71,15,390.96,26.064,155.17000000000002,194.48,41.31
c_1309,f,59,8,217.92,27.24,20.07,197.85,0.0
c_131,m,43,68,2043.1299999999999,30.046029411764703,1244.09,799.04,0.0
c_1310,f,46,14,491.8,35.128571428571426,269.08,222.72,0.0
c_1311,m,39,13,717.75,55.21153846153846,331.62,240.14,145.99
c_1312,f,57,10,202.06,20.206,95.36,65.39,41.31
c_1313,f,55,21,315.4,15.019047619047617,92.65,222.75,0.0
c_1314,m,51,40,1256.57,31.41425,673.16,583.41,0.0
c_1315,m,53,19,426.76,22.461052631578948,156.12,270.64,0.0
c_1316,f,64,4,191.04,47.76,62.23,128.81,0.0
c_1317,m,20,3,151.83,50.61000000000001,52.86,34.98,63.99
c_1318,f,37,37,1257.37,33.98297297297297,811.05,446.32,0.0
c_1319,m,36,45,1131.86,25.15244444444444,806.21,325.65,0.0
c_132,f,29,3,313.56,104.52,0.0,10.17,303.39
c_1320,f,32,17,963.23,56.66058823529412,74.25,192.4,696.58
c_1321,f,61,17,549.08,32.29882352941177,87.64,461.44,0.0
c_1322,m,72,8,150.68,18.835,48.35,102.33,0.0
c_1323,f,47,4,111.57,27.8925,53.809999999999995,57.76,0.0
c_1324,f,25,4,264.84999999999997,66.21249999999999,0.0,15.99,248.85999999999999
c_1325,m,77,5,123.37,24.674,21.5,101.87,0.0
c_1326,f,66,57,1261.6499999999999,22.134210526315787,323.99,870.0899999999999,67.57
c_1327,f,75,16,577.64,36.1025,107.98,365.73999999999995,103.92
c_1328,m,44,4,160.75,40.1875,113.98,46.769999999999996,0.0
c_1329,m,27,4,263.2,65.8,127.67,135.53,0.0
c_133,m,25,4,175.63,43.9075,0.0,13.79,161.84
c_1330,f,49,4,173.22,43.305,90.18,83.03999999999999,0.0
c_1331,f,23,5,420.92,84.184,14.02,16.65,390.25
c_1332,m,41,41,1145.12,27.929756097560972,732.75,412.37,0.0
c_1333,f,68,33,661.29,20.03909090909091,184.52,476.77,0.0
c_1334,m,46,16,461.71,28.856875,339.25,122.46,0.0
c_1335,f,24,7,587.9300000000001,83.99000000000001,0.0,17.99,569.94
c_1336,m,66,19,575.88,30.309473684210527,119.95,455.93,0.0
c_1337,m,42,11,210.48,19.134545454545453,125.89,84.59,0.0
c_1338,f,37,53,1639.69,30.93754716981132,1154.08,485.61,0.0
c_1339,f,20,6,233.86999999999998,38.97833333333333,0.0,96.31,137.56
c_134,m,70,27,762.5799999999999,28.2437037037037,308.38,454.2,0.0
c_1340,m,22,7,679.68,97.09714285714286,47.28,127.94999999999999,504.44999999999993
c_1341,f,53,6,202.26,33.71,60.2,100.75,41.31
c_1342,f,44,12,357.45,29.787499999999998,233.45000000000002,124.0,0.0
c_1343,f,33,61,1780.33,29.185737704918033,1107.22,673.11,0.0
c_1344,f,78,3,48.22,16.073333333333334,0.0,48.22,0.0
c_1345,m,51,29,964.29,33.251379310344824,664.88,299.40999999999997,0.0
c_1346,m,35,13,368.91,28.37769230769231,317.84,51.06999999999999,0.0
c_1347,m,41,57,1680.67,29.48543859649123,1100.91,579.76,0.0
c_1348,f,27,2,148.41,74.205,63.68,84.72999999999999,0.0
c_1349,f,45,2,57.13,28.565,57.13,0.0,0.0
c_135,m,50,8,296.89,37.11125,222.01,74.88,0.0
